18:44:03,E017,carro,L10,ENTREGUE,28.2,R$ 7.50,—,3,11x,"Trânsito, Acidente",+14.0s
18:44:03,E013,bike,L06,ENTREGUE,23.5,R$ 4.00,R$ 4.00,1,11x,"Trânsito, Acidente",+3.3s
18:44:03,E012,moto,L05,ENTREGUE,21.8,R$ 7.50,—,2,11x,"Trânsito, Acidente",+10.2s
18:44:04,E014,moto,L07,ENTREGUE,15.4,R$ 9.38,R$ 18.75,2,11x,"Chuva, Trânsito, Acidente",+3.0s
18:44:05,E007,carro,L07,ENTREGUE,23.0,R$ 9.38,—,4,11x,"Chuva, Trânsito, Acidente",+17.7s
18:44:05,E002,moto,L01,ENTREGUE,10.0,R$ 9.38,R$ 9.38,1,11x,"Chuva, Trânsito, Acidente",+1.3s
18:44:05,E005,moto,L10,ENTREGUE,6.8,R$ 9.38,R$ 9.38,1,11x,"Chuva, Trânsito, Acidente",+0.8s
18:44:06,E029,carro,L12,ENTREGUE,34.0,R$ 9.38,—,3,11x,"Chuva, Trânsito, Acidente",+12.4s
18:44:07,E030,moto,L10,ENTREGUE,15.1,R$ 7.50,R$ 7.50,1,11x,"Trânsito, Acidente",+2.6s
18:44:07,E002,moto,L08,ENTREGUE,22.7,R$ 7.50,R$ 7.50,1,11x,"Trânsito, Acidente",+2.6s
18:44:07,E019,carro,L08,ENTREGUE,33.7,R$ 7.50,—,5,11x,"Trânsito, Acidente",+20.9s
18:44:07,E018,moto,L08,ENTREGUE,18.8,R$ 7.50,R$ 15.00,2,11x,"Trânsito, Acidente",+8.3s
18:44:08,E009,moto,L11,ENTREGUE,15.4,R$ 7.50,—,2,11x,"Trânsito, Acidente",+9.6s
18:44:08,E017,carro,L01,ENTREGUE,33.4,R$ 7.50,R$ 24.38,3,11x,Acidente,+11.1s
18:44:08,E021,moto,L05,ENTREGUE,15.3,R$ 7.50,R$ 7.50,1,11x,Acidente,+7.2s
18:44:08,E003,carro,L04,ENTREGUE,32.6,R$ 7.50,—,5,11x,Acidente,+21.5s
18:44:09,E011,moto,L10,ENTREGUE,9.9,R$ 9.38,R$ 9.38,1,11x,"Chuva, Acidente",-0.7s
18:44:11,E007,carro,L12,ENTREGUE,29.4,R$ 7.50,—,4,11x,"Trânsito, Acidente",+18.2s
18:44:11,E029,carro,L10,ENTREGUE,39.5,R$ 7.50,R$ 24.38,3,11x,Acidente,+15.4s
18:44:11,E003,carro,L11,ENTREGUE,35.7,R$ 7.50,—,5,11x,Acidente,+20.2s
18:44:12,E023,bike,L04,ENTREGUE,20.0,R$ 4.00,R$ 4.00,1,11x,Acidente,+3.8s
18:44:12,E012,moto,L12,ENTREGUE,30.8,R$ 7.50,R$ 15.00,2,11x,Acidente,+15.9s
18:44:12,E008,moto,L04,ENTREGUE,18.1,R$ 7.50,—,2,11x,Acidente,+7.2s
18:44:13,E009,moto,L10,ENTREGUE,20.3,R$ 7.50,R$ 15.00,2,11x,Acidente,+7.7s
18:44:13,E007,carro,L01,ENTREGUE,31.7,R$ 9.38,—,4,11x,"Chuva, Acidente",+20.1s
18:44:13,E002,moto,L02,ENTREGUE,8.7,R$ 9.38,R$ 9.38,1,11x,"Chuva, Acidente",+1.3s
18:44:15,E019,carro,L02,ENTREGUE,41.1,R$ 9.38,—,5,11x,"Chuva, Trânsito, Acidente",+29.4s
18:44:16,E022,moto,L05,ENTREGUE,28.1,R$ 7.50,R$ 7.50,1,11x,"Trânsito, Acidente, Machucado",+19.7s
18:44:16,E016,bike,L07,ENTREGUE,24.7,R$ 4.00,R$ 4.00,1,11x,"Trânsito, Acidente",+4.7s
18:44:16,E024,moto,L08,ENTREGUE,22.2,R$ 7.50,R$ 7.50,1,11x,Acidente,+2.6s
18:44:16,E005,moto,L10,ENTREGUE,11.6,R$ 7.50,R$ 7.50,1,11x,Acidente,+4.4s
18:44:17,E008,moto,L08,ENTREGUE,22.7,R$ 7.50,R$ 15.00,2,11x,Acidente,+7.2s
18:44:17,E003,carro,L12,ENTREGUE,41.8,R$ 7.50,—,5,11x,Acidente,+20.4s
18:44:18,E006,carro,L12,ENTREGUE,26.5,R$ 9.38,—,3,11x,"Chuva, Acidente",+16.6s
18:44:18,E027,moto,L04,ENTREGUE,31.4,R$ 9.38,—,2,11x,"Chuva, Trânsito, Acidente, Machucado",+26.5s
18:44:18,E007,carro,L10,ENTREGUE,36.4,R$ 9.38,R$ 35.62,4,11x,"Chuva, Trânsito, Acidente",+12.2s
18:44:18,E030,moto,L11,ENTREGUE,10.8,R$ 9.38,R$ 9.38,1,11x,"Chuva, Trânsito, Acidente",+2.2s
18:44:19,E014,moto,L11,ENTREGUE,14.9,R$ 9.38,—,2,11x,"Chuva, Trânsito, Acidente",+5.5s
18:44:19,E011,moto,L07,ENTREGUE,9.7,R$ 9.38,R$ 9.38,1,11x,"Chuva, Trânsito, Acidente",+1.1s
18:44:19,E027,moto,L08,ENTREGUE,32.9,R$ 9.38,R$ 18.75,2,11x,"Chuva, Trânsito, Acidente, Machucado",+20.5s
18:44:19,E010,moto,L10,ENTREGUE,32.1,R$ 9.38,—,2,11x,"Chuva, Trânsito, Acidente",+23.4s
18:44:20,E025,bike,L02,ENTREGUE,24.7,R$ 4.00,R$ 4.00,1,11x,"Trânsito, Acidente",+6.4s
18:44:20,E013,bike,L06,ENTREGUE,17.0,R$ 4.00,R$ 4.00,1,11x,"Trânsito, Acidente",+3.2s
18:44:21,E019,carro,L03,ENTREGUE,47.7,R$ 7.50,—,5,11x,"Trânsito, Acidente",+23.3s
18:44:22,E028,carro,L12,ENTREGUE,81.2,R$ 7.50,R$ 33.75,4,11x,"Trânsito, Acidente",+44.1s
18:44:22,E010,moto,L05,ENTREGUE,35.0,R$ 9.38,R$ 18.75,2,11x,"Chuva, Trânsito, Acidente",+7.7s
18:44:23,E014,moto,L06,ENTREGUE,18.3,R$ 9.38,R$ 18.75,2,11x,"Chuva, Trânsito, Acidente",+3.5s
18:44:23,E003,carro,L06,ENTREGUE,47.3,R$ 9.38,—,5,11x,"Chuva, Trânsito, Acidente",+21.5s
18:44:25,E023,bike,L07,ENTREGUE,12.6,R$ 4.00,R$ 4.00,1,11x,"Trânsito, Acidente",+2.9s
18:44:26,E002,moto,L08,ENTREGUE,18.6,R$ 7.50,R$ 7.50,1,11x,"Trânsito, Acidente",+2.4s
18:44:26,E012,moto,L05,ENTREGUE,13.9,R$ 7.50,R$ 7.50,1,11x,"Trânsito, Acidente",+4.2s
18:44:28,E021,moto,L05,ENTREGUE,20.2,R$ 9.38,R$ 9.38,1,11x,"Chuva, Trânsito, Acidente",+4.4s
18:44:28,E006,carro,L08,ENTREGUE,37.4,R$ 9.38,—,3,11x,"Chuva, Trânsito, Acidente",+19.1s
18:44:32,E026,bike,L04,ENTREGUE,38.5,R$ 5.00,R$ 5.00,1,11x,"Chuva, Trânsito, Acidente",+6.3s
18:44:32,E003,carro,L07,ENTREGUE,56.2,R$ 9.38,R$ 41.25,5,11x,"Chuva, Trânsito, Acidente",+23.7s
18:44:33,E019,carro,L09,ENTREGUE,58.8,R$ 9.38,—,5,11x,"Chuva, Trânsito, Acidente",+34.3s
18:44:33,E017,carro,L12,ENTREGUE,25.4,R$ 9.38,—,3,11x,"Chuva, Trânsito, Acidente",+19.2s
18:44:34,E018,moto,L10,ENTREGUE,26.3,R$ 7.50,—,2,11x,"Trânsito, Acidente",+11.7s
18:44:35,E018,moto,L06,ENTREGUE,27.9,R$ 7.50,R$ 15.00,2,11x,"Trânsito, Acidente",+3.5s
18:44:36,E015,bike,L08,ENTREGUE,46.8,R$ 5.00,R$ 5.00,1,11x,"Chuva, Trânsito, Acidente",+8.5s
18:44:36,E017,carro,L10,ENTREGUE,28.1,R$ 9.38,—,3,11x,"Chuva, Trânsito, Acidente",+11.5s
18:44:37,E019,carro,L07,ENTREGUE,62.9,R$ 9.38,R$ 43.12,5,11x,"Chuva, Trânsito, Acidente",+33.7s
18:44:40,E006,carro,L11,ENTREGUE,49.1,R$ 7.50,R$ 26.25,3,11x,"Trânsito, Acidente",+23.5s
18:44:42,E029,carro,L01,ENTREGUE,30.8,R$ 9.38,—,3,11x,"Chuva, Trânsito, Acidente",+11.1s
18:44:44,E020,carro,L06,ENTREGUE,41.5,R$ 7.50,—,5,11x,"Trânsito, Acidente",+24.6s
18:44:48,E017,carro,L01,ENTREGUE,40.4,R$ 7.50,R$ 26.25,3,11x,"Trânsito, Acidente",+12.6s
18:44:49,E004,bike,L06,ENTREGUE,46.7,R$ 4.00,R$ 4.00,1,11x,"Trânsito, Acidente, Machucado",+21.5s
18:44:52,E029,carro,L11,ENTREGUE,41.2,R$ 7.50,—,3,11x,"Trânsito, Acidente",+20.5s
18:44:53,E020,carro,L09,ENTREGUE,50.5,R$ 7.50,—,5,11x,"Trânsito, Acidente",+36.3s
18:45:00,E029,carro,L12,ENTREGUE,49.0,R$ 9.38,R$ 26.25,3,11x,"Chuva, Trânsito, Acidente",+24.5s
18:45:04,E020,carro,L01,ENTREGUE,61.7,R$ 9.38,—,5,11x,"Chuva, Trânsito, Acidente",+38.4s
18:45:31,E020,carro,L02,ENTREGUE,88.3,R$ 9.38,—,5,11x,"Chuva, Trânsito, Acidente",+64.3s
18:45:43,E020,carro,L11,ENTREGUE,100.6,R$ 7.50,R$ 41.25,5,11x,"Trânsito, Acidente",+62.6s
19:33:13,E002,moto,L08,ENTREGUE,7.1,R$ 7.50,R$ 7.50,1,4x,Nenhum,-0.6s
19:33:17,E018,moto,L10,ENTREGUE,13.2,R$ 7.50,R$ 7.50,1,4x,Nenhum,-2.3s
19:33:19,E017,carro,L10,ENTREGUE,14.6,R$ 7.50,R$ 7.50,1,4x,Nenhum,-0.4s
19:33:20,E003,carro,L06,ENTREGUE,16.0,R$ 7.50,R$ 7.50,1,4x,Nenhum,+0.6s
19:33:20,E007,carro,L03,ENTREGUE,17.2,R$ 7.50,R$ 7.50,1,4x,Nenhum,+2.8s
19:33:21,E021,moto,L10,ENTREGUE,15.2,R$ 7.50,R$ 7.50,1,4x,Nenhum,-2.3s
19:33:22,E010,moto,L05,ENTREGUE,15.9,R$ 7.50,R$ 7.50,1,4x,Nenhum,-0.4s
19:33:22,E006,carro,L01,ENTREGUE,15.8,R$ 7.50,R$ 7.50,1,4x,Nenhum,+0.2s
19:33:23,E016,bike,L01,ENTREGUE,18.7,R$ 7.50,R$ 7.50,1,4x,Nenhum,-0.3s
19:33:23,E011,moto,L12,ENTREGUE,18.4,R$ 7.50,R$ 7.50,1,4x,Nenhum,+4.6s
19:33:25,E029,carro,L02,ENTREGUE,18.4,R$ 7.50,R$ 7.50,1,4x,Nenhum,+1.1s
19:33:25,E009,moto,L06,ENTREGUE,18.8,R$ 7.50,R$ 7.50,1,4x,Nenhum,+2.4s
19:33:26,E020,carro,L04,ENTREGUE,22.1,R$ 7.50,R$ 7.50,1,4x,Nenhum,-4.8s
19:33:27,E013,bike,L10,ENTREGUE,21.7,R$ 7.50,R$ 7.50,1,4x,Nenhum,-1.1s
19:33:30,E022,moto,L11,ENTREGUE,26.7,R$ 7.50,R$ 7.50,1,4x,Nenhum,+4.4s
19:33:30,E008,moto,L01,ENTREGUE,24.4,R$ 7.50,R$ 7.50,1,4x,Nenhum,-3.2s
